Project,Classical Software GUI Interactions,Walk/Rotate/Jump,Shoot/Fire/Attack,Inventory,Dialogue,Grab/Release/Throw/Place,Trigger/Pull/Press Button/Switch/Level...,Socket,Teleport/Locomotion,Ray Interactor / XR GUI Interaction,Hand Gesture Interaction
UnityCityView-master,46,0,1,0,0,3,3,0,0,17,0
